PLANÈTE,TYPE_DONNÉE,VALEUR,VIE ACTUELLE,VIE ANTERIEURE
Neptune,Maison,5,"Mental rigide qui affirme ses vérités, on peut faire de la moralisation aux autres. Problématique avec l'image de soi « il faut que je présente de moi une bonne image » parce que fondamentalement on a du mal à s'aimer. On est déçu de soi-même. Déceptions vis-à-vis du père.","On a été un enfant abandonné, et on a souffert d'une grande position d'infériorité. On a pu aussi abandonner ses enfants, les nier, les rejeter pour ne penser qu'à soi-même. C'est exclusivement le plaisir personnel sans discernement, sans aucune attention pour les autres. Possibilité de prostitution dans la vie antérieure parce-que nous avions une image de soi extrêmement dégradée, malveillance envers soi-même."
Neptune,Maison,6,"Hypersensibilité aux ambiances, tous les corps subtils sont très abîmés, très perturbés et donc ils ne sont pas capables de faire le tri au niveau des impressions. On peut avoir une tendance somatiser fortement, c'est le corps qui prend le relais émotionnel. La vie professionnelle est difficile, on a du mal à se responsabiliser (peut donner une tendance à vivre aux frais de la collectivité). Parce-qu'on a le sentiment de ne pas avoir le droit d'être reconnu.","On a abusé de la drogue, de l'alcool, de somnifères. On s'est mis soi-même en incapacité, au banc de la société, dans le but d'être porté par les autres, s'empêchant toute affirmation de soi. Dilution de la personnalité. Méfiance envers l'autre qui ne nous aime pas suffisamment. On ne mérite pas l'amour."
Neptune,Maison,7,"On peut être très dépendant des autres, parce-qu'en grande demande d'amour. On est pourtant méfiant en vers les autres qui peuvent tout à fait nous faire souffrir et nous décevoir. Jugements très durs envers les autres (maison d'air). On n'a foi en personne, rigidité de la pensée. ""Il faut répondre aux attentes, faire ce que demande l'autre"" pour être aimé.","On a existé à travers l'amour par manque d'appuis familiaux. On s'est mis en dépendance aussi bien matériellement que psychologiquement. On n'arrivait pas à faire seul. On a acheté l'amour de l'autre en le sauvant. Mariage peu construit, peu investi, on s'est enfermé dans une déception et une posture victime. On est resté bloqué toute sa vie passée dans cette déception."
Neptune,Maison,8,"On peut verser dans une spiritualité sans limites, et imposer aux autres ses croyances. On devient médium ou on en fréquente beaucoup, ne jurant que par le spirituel. Possible consommation de drogues pour l'expérience mystique. La psychologie nous intéresse, on apprend à structurer cette recherche puisque l'on s'intéresse aux mécanismes de l'invisible, et on peut s'intéresser aussi aux mécanismes de l'inconscient. Perturbations au niveau de la sexualité.","Délire mystique, envoûtement, magie, flou insaisissable, croyance fanatique. On a imposé aux autres avec beaucoup de brutalité ses croyances. Extrême rigidité des principes et des idées. On a pu être vaudou, persécuté par l'invisible."
Neptune,Maison,9,"On peut être dans une foi aveugle ou au contraire ça peut donner un rationnel pur, un esprit scientifique qui refuse de s'approcher de quoi que ce soit d'irrationnel. Intérêt pour la spiritualité afin de toute rejeter en bloc, surtout si Saturne est impliqué. Peur panique de tout ce qu'on ne maîtrise pas. On aime enseigner ses vérités, et on peut rester dogmatique sur ses croyances.","On n'était pas dans de la compassion spirituelle mais dans le combat de croyances. C'est la figure de l'inquisiteur qui a pu persécuter les autres au niveau de la foi, croyant posséder la vérité, surtout si Neptune mal aspecté, en lien avec Mars. Suprématie de ses croyances, de ses idéaux sur les autres."
Neptune,Maison,10,"On ressent des difficultés à trouver sa place et sa mission, sa voie professionnelle. On voit le travail comme une mission, et en même temps on veut gagner confortablement sa vie. On va peu travailler parce-qu'on a le sentiment que le monde ne veut pas de nous, et ne nous reconnait pas (si mal aspecté). Peur de l'exploitation, on saisit des occasions pour changer de poste, ne se sentant jamais assez aimé. On évite les responsabilités.","On a évité de se positionner en adulte responsable avec cette configuration. On a évité l'engagement, les responsabilité, on a été pris en charge par les autres par sentiment d'incapacité. Le monde extérieur semblait ne pas nous aimer, alors on est resté dans le giron familial."
Neptune,Maison,11,"On va devoir développer de la compassion envers les autres dans cette vie, car on porte un karma de trahison et donc de méfiance envers les autres. Risque de confondre ses idéaux avec ceux de la collectivité, ses rêves personnels avec un rôle de bienfaiteur pour les autres. On va devoir réhabiliter notre rapport à nos enfants, se connecter à l'amour pour ses enfants.","Groupes de prières, associations de bienveillance, intolérance envers les autres. On a pu être un traître, celui qui a trahi ses amis dans une quête d'idéal, et on a exploité les autres, menti, trahi, utilisé les autres. On a pu exploiter la collectivité, les idéaux des autres, l'amitié. On a pu avoir des enfants que nous n'avons pas reconnus, car le verseau ne s'engage pas affectivement."
Neptune,Maison,12,"On va devoir se connecter à la compassion, à ses enfants, aux autres, sans jugement. On a pu être confronté (soi même ou dans sa famille) à l'alcoolisme. Spiritualité fantasmée. Histoire d'abandon transmise au niveau transgénérationnel. Sentiment d'abandon de la part du monde, de sa famille. C'est la question de lâcher prise, de lâcher sur ses résistances, ses illusions, se confronter à la réalité.","Maladie mentale, incapacité. Auto dépréciation, auto destruction. Mutisme avec une dissonance à Mercure, autisme avec complication à Saturne. On a pu déformer ses corps subtils en versant dans les addictions. On a pu aller très loin dans l'archétype neptunien R: addictions, vagabondage, spiritualité excessive..."
Neptune,Signe,bélier,"Donne un grand sentiment de dépersonnalisation, on cherche à s'adapter pour être aimé, syndrome du caméléon, du buvard, quête du pardon. Problèmes possibles avec la mère. Je n'existe pas, je ne sais pas qui je suis. Plus c'est proche de l'ascendant plus il y a dépersonnalisation et recherche de modèle d'adaptation simplement pour être aimé. Sentiment d'être l'éternel fautif.","On été ce grand gourou spirituel ou artiste sacrificiel, en sauveur du monde entier. L'égo était valorisé par le don de soi total, se niant soi-même dans sa grande quête de dépersonnalisation. Sauf qu'on a culpabilisé soi-même les autres. On a pu être une mère sacrificielle et culpabilisante."
Neptune,Signe,taureau,"Comportement très matérialiste, dans une certaine exigence. Karma de manque d'amour, difficultés possibles avec la mère. On a un rapport aux finances très ambigu: refus d'en avoir, angoisses de ne pas en avoir assez. On manque toujours de tout. On se sent profondément en insécurité.","On a été celui qui n'a rien donné, qui a tout pris, en se fabriquant une personnalité sociale pour bien paraître. Comportement extrêmement matérialiste. Donnant donnant. On exige son dû, mais en réalité c'est l'amour que nous n'avons pas reçu qui est manquant. On a pas pu débloquer ça sur le plan émotionnel et travailler sur ses rapports avec sa mère. Tendance à faire des leçons de morale."
Neptune,Signe,gémeaux,"On risque d'avoir un comportement sacrificiel auprès des frères et soeurs. On a pu être dans l'obligation de les élever, de les prendre en charge. Position d'infériorité dans la famille. Sentiment d'abandon dans sa famille, sa fratrie, et en même temps besoin de fusion. Mental peu clair, embrouillé, surtout si aspects dissonants à Mercure.","On a sacrifié sa vie, comme ne pas se marier et être chargé d'élever les petits frères et sœurs. Vie ancienne de religieuse, dans la dévotion avec un sentiment d'humiliation, ne s'octroyant plus de personnalité ou de droits humains. Dépersonnalisation de soi. Vies de couvent à ne pas avoir le sentiment de faire partie du groupe."
Neptune,Signe,cancer,"Enfance difficile, peu de cadre et de sécurité, abandon, flou concernant les limites et règles familiales, concernant ses origines. Déni familiale de tous les problèmes existants. Culpabilité, chantage affectif, dépendance. Peu de cadre à la maison, possiblement alcool dans la famille. Posture sacrificielle d'un membre de la famille, selon aspects à Neptune. On a l'impression d'être venu dans un monde étranger ou personne ne nous comprendra jamais. Décéptions.","Manque d'un foyer, on a pu être abandonné, confié à d'autres personnes, on a été très malheureux, sans personne pour s'occuper de nous, ou avec un sesqui-carré à Mercure, nous avons abandonné nos enfants dans une vie passée."
Neptune,Signe,lion,"Mental rigide qui affirme ses vérités, on peut faire de la moralisation aux autres. Problématique avec l'image de soi « il faut que je présente de moi une bonne image » parce que fondamentalement on a du mal à s'aimer. On est déçu de soi-même. Déceptions vis-à-vis du père.","On a été un enfant abandonné, et on a souffert d'une grande position d'infériorité. On a pu aussi abandonner ses enfants, les nier, les rejeter pour ne penser qu'à soi-même. C'est exclusivement le plaisir personnel sans discernement, sans aucune attention pour les autres. Possibilité de prostitution dans la vie antérieure parce-que nous avions une image de soi extrêmement dégradée, malveillance envers soi-même."
Neptune,Signe,vierge,"Hypersensibilité aux ambiances, tous les corps subtils sont très abîmés, très perturbés et donc ils ne sont pas capables de faire le tri au niveau des impressions. On peut avoir une tendance somatiser fortement, c'est le corps qui prend le relais émotionnel. La vie professionnelle est difficile, on a du mal à se responsabiliser (peut donner une tendance à vivre aux frais de la collectivité). Parce-qu'on a le sentiment de ne pas avoir le droit d'être reconnu.","On a abusé de la drogue, de l'alcool, de somnifères. On s'est mis soi-même en incapacité, au banc de la société, dans le but d'être porté par les autres, s'empêchant toute affirmation de soi. Dilution de la personnalité. Méfiance envers l'autre qui ne nous aime pas suffisamment. On ne mérite pas l'amour."
Neptune,Signe,balance,"On peut être très dépendant des autres, parce-qu'en grande demande d'amour. On est pourtant méfiant en vers les autres qui peuvent tout à fait nous faire souffrir et nous décevoir. Jugements très durs envers les autres (maison d'air). On n'a foi en personne, rigidité de la pensée. ""Il faut répondre aux attentes, faire ce que demande l'autre"" pour être aimé.","On a existé à travers l'amour par manque d'appuis familiaux. On s'est mis en dépendance aussi bien matériellement que psychologiquement. On n'arrivait pas à faire seul. On a acheté l'amour de l'autre en le sauvant. Mariage peu construit, peu investi, on s'est enfermé dans une déception et une posture victime. On est resté bloqué toute sa vie passée dans cette déception."
Neptune,Signe,scorpion,"On peut verser dans une spiritualité sans limites, et imposer aux autres ses croyances. On devient médium ou on en fréquente beaucoup, ne jurant que par le spirituel. Possible consommation de drogues pour l'expérience mystique. La psychologie nous intéresse, on apprend à structurer cette recherche puisque l'on s'intéresse aux mécanismes de l'invisible, et on peut s'intéresser aussi aux mécanismes de l'inconscient. Perturbations au niveau de la sexualité.","Délire mystique, envoûtement, magie, flou insaisissable, croyance fanatique. On a imposé aux autres avec beaucoup de brutalité ses croyances. Extrême rigidité des principes et des idées. On a pu être vaudou, persécuté par l'invisible."
Neptune,Signe,sagittaire,"On peut être dans une foi aveugle ou au contraire ça peut donner un rationnel pur, un esprit scientifique qui refuse de s'approcher de quoi que ce soit d'irrationnel. Intérêt pour la spiritualité afin de toute rejeter en bloc, surtout si Saturne est impliqué. Peur panique de tout ce qu'on ne maîtrise pas. On aime enseigner ses vérités, et on peut rester dogmatique sur ses croyances.","On n'était pas dans de la compassion spirituelle mais dans le combat de croyances. C'est la figure de l'inquisiteur qui a pu persécuter les autres au niveau de la foi, croyant posséder la vérité, surtout si Neptune mal aspecté, en lien avec Mars. Suprématie de ses croyances, de ses idéaux sur les autres."
Neptune,Signe,capricorne,"On ressent des difficultés à trouver sa place et sa mission, sa voie professionnelle. On voit le travail comme une mission, et en même temps on veut gagner confortablement sa vie. On va peu travailler parce-qu'on a le sentiment que le monde ne veut pas de nous, et ne nous reconnait pas (si mal aspecté). Peur de l'exploitation, on saisit des occasions pour changer de poste, ne se sentant jamais assez aimé. On évite les responsabilités.","On a évité de se positionner en adulte responsable avec cette configuration. On a évité l'engagement, les responsabilité, on a été pris en charge par les autres par sentiment d'incapacité. Le monde extérieur semblait ne pas nous aimer, alors on est resté dans le giron familial."
Neptune,Signe,verseau,"On va devoir développer de la compassion envers les autres dans cette vie, car on porte un karma de trahison et donc de méfiance envers les autres. Risque de confondre ses idéaux avec ceux de la collectivité, ses rêves personnels avec un rôle de bienfaiteur pour les autres. On va devoir réhabiliter notre rapport à nos enfants, se connecter à l'amour pour ses enfants.","Groupes de prières, associations de bienveillance, intolérance envers les autres. On a pu être un traître, celui qui a trahi ses amis dans une quête d'idéal, et on a exploité les autres, menti, trahi, utilisé les autres. On a pu exploiter la collectivité, les idéaux des autres, l'amitié. On a pu avoir des enfants que nous n'avons pas reconnus, car le verseau ne s'engage pas affectivement."
Neptune,Signe,poissons,"On va devoir se connecter à la compassion, à ses enfants, aux autres, sans jugement. On a pu être confronté (soi même ou dans sa famille) à l'alcoolisme. Spiritualité fantasmée. Histoire d'abandon transmise au niveau transgénérationnel. Sentiment d'abandon de la part du monde, de sa famille. C'est la question de lâcher prise, de lâcher sur ses résistances, ses illusions, se confronter à la réalité.","Maladie mentale, incapacité. Auto dépréciation, auto destruction. Mutisme avec une dissonance à Mercure, autisme avec complication à Saturne. On a pu déformer ses corps subtils en versant dans les addictions. On a pu aller très loin dans l'archétype neptunien R: addictions, vagabondage, spiritualité excessive..."
PLUTON,signification,,,
Pluton,Maison,1,"Il y a un travail de désidentification à faire avec
Pluton, pour ne plus s'associer à ce personnage ancien.
On a été ce personnage plutonien et on revient avec ce souvenir
karmique. On peut ressentir de nombreuses anxiétés, avoir des
peurs, ressentir de l'insécurité, voire du danger.
On peut se mettre facilement en colère, ressentir de la persécution
de la part des autres. Médiumnité."," On a été paranoïaque et mégalomane dans la vie
antérieure. On a été ce personnage plutonien rétrograde, on s'est
identifié au côté sombre de Pluton: peurs, anxiétés, pouvoir,
violence interne.
On a pu persécuter les autres, par volonté de pouvoir, de puissance."
Pluton,Maison,2,"Anxiété financière, problèmes d'argent, peur de ne
en avoir assez, profond sentiment d'insécurité. Dans l'enfance,
l'argent pouvait manquer, l'argent était une préoccupation
importante. On a pu connaître des périodes difficiles
pas
ΛΑΛΛΛΛΛΛΛΛΑ
financièrement. Le sentiment de sécurité n'a pas été transmis dans
l'enfance.","Karma de vol financier, on a volé, on a usurpé.
L'argent était source de pouvoir et on a cherché à s'approprier des
biens matériels, afin de gagner en puissance. On s'est coupé de ses
proches, de sa vie affective, à cause d'une certaine violence. On
ressentait de l'insécurité qui nous a conduit à ce type de
comportement."
Pluton,Maison,3,"Dans cette vie on a une peur panique de l'esprit de
revanche des frères et sœurs. On leur cède le terrain sans se battre.
On a tellement peur de devenir violent ou destructeur vis-à-vis d'eux
que souvent on préfère renoncer avant même que d'avoir demandé.
On peut renoncer à un héritage au profit de ses frères et soeurs.
Avec un indice de sexualité avec Mars ou Vénus, un rapport maison
3 et 8, il y a aussi l'idée que toute relation sexuelle est comme un
interdit.","Pouvoir sur ses frères et sœurs. Pouvoir absolu les
privant de leurs droits, de leur existence, de leur pouvoir
d'expression. Karma avec la fratrie, vol sur la fratrie, usurpation
d'un héritage, par exemple."
Pluton,Maison,4,"Violences familiales, maltraitances physiques et/ou
psychologiques. Pluton rétrograde en maison 4 est un indice d'une
profonde violence au foyer : peur, insécurité totale, danger,
humiliations, prise de pouvoir d'un parent. Avec ce placement,
quelque chose de violent s'est déroulé, mais cela peut engendrer
aussi de la fascination concernant sa famille, on peut avoir du mal
à admettre leurs torts car ils ont le pouvoir sur nous, et que nous
avons aussi le souvenir karmique de violence au foyer.","On a abusé du pouvoir à l'encontre de sa famille:
violence, maltraitance... On a pu être ce parent violent. On a pu
rompre et couper les liens, maintenir une emprise, par reproduction
familiale."
Pluton,Maison,5,"Violence du père à son encontre, violence physique,
psychologique ou symbolique, emprise du père. L'égo a été
malmené, nous n'avons pas eu de reconnaissance dans l'enfance,
plutôt du mépris. On aura peur d'avoir des enfants car on ressent
en soi l'existence de cette violence, puisqu'on en a été victime.
Estime de soi très basse, sentiment de ne pas mériter le bonheur."," Vie de débauche, de luxe, de prestige, extrême dans
la jouissance, dans la séduction, image de soi distordue. Pouvoir par
la séduction.
On n'a pas été dans de la prostitution mais on a pu tenir un bordel,
tirer parti de la prostitution des autres. Emprise sur d'autres
personnes."
Pluton,Maison,6," Karma physique, on a maltraité son corps dans la vie
antérieure et nous en gardons une mémoire cellulaire. Il y a le
souvenir d'une violence envers son corps. Ça ne veut pas dire que
nous aurons des maladies graves, mais nous ne pourrons pas
commettre d'excès, le corps ne le supportera pas. On peut avoir des
phobies, être très anxieux. Difficultés au travail, sentiment que la
hiérarchie veut prendre le pouvoir sur nous. Rapport de force et de
conflit au travail.","On a maltraité son corps, on s'est mis dans des
situations extrêmes de danger, déni de soi. On ne s'est pas soigné,
pour se punir soi-même. On n'a pas réussi à se lier aux autres,
égoïsme."
Pluton,Maison,7,"Rapport de pouvoir particulier dans les relations aux
autres. Dans le couple, on vit à travers la passion, le conflit, le
déchirement. On recherche des personnes dites ""toxiques"",
déséquilibrées, on recherche de la violence chez le partenaire pour
travailler sur sa propre violence. Rapport de pouvoir sur l'autre dans
la relation : sentiment que soit on gagne, soit on se fait manger par
l'autre.","Violences sur le partenaire, maltraitances, rapport
de pouvoir très fort dans toutes les relations aux autres et
notamment dans sa relation. Maintenir une emprise permettait la
possession. On rentrait dans le rapport de force, dans le conflit,
intolérance."
Pluton,Maison,8,"Karma de violence très fort, on redoute sa propre
violence interne, qui gronde à l'intérieur de soi. Réminiscences
karmiques, médiumnité. Attirance pour les forces occultes, et peur
panique à la fois. Sentiment d'insécurité dans l'enfance. Peur et
fascination pour la violence, pour tout ce qui concerne les affaires
policières, les enquêtes.","Pouvoir du mental, de la sexualité, on voulait
dominer le monde. Mort violente dans la vie antérieure, pareil avec
un Mars R en 8. On a pu être l'auteur de sa propre mort, on s'est
senti plonger dans une certaine folie. Sentiment de persécution,
paranoïa, mégalomanie. On avait le sentiment que les autres
voulaient nous détruire."
Pluton,Maison,9,"Image de soi un peu particulière : volonté de grande
puissance, image de soi grandiose, en alternance avec un déni de
soi très violent, un mépris envers soi-même. On se sent parfois
manquer de courage, puis parfois on prend des risques inconsidérés.
On peut être phobique du moindre déplacement tout comme adorer
partir à l'autre bout du monde sur un coup de tête.","Surtout si Jupiter est aussi rétrograde, on a pu être
un ancien cardinal, et on a pu faire régner une certaine terreur par
ses idées. On a pu être dans un ordre religieux, incarnant le pouvoir
de Dieu. Mégalomanie, volonté de puissance, pouvoir sur les autres
pour l'enrichissement et asseoir sa position sociale. On a pu avoir
des esclaves à son service."
Pluton,Maison,10,"En terme de profession, on ne supporte pas l'autorité
mais on se retrouve souvent paradoxalement sous l'ordre de
responsables malveillants, pour nous faire évoluer sur la posture du
dirigeant. On se retrouve souvent dans des postes peu prestigieux,
donnant une image interne d'impuissance, en comparaison avec
l'ancienne position de la vie antérieure. On ne se sent pas reconnu à
la hauteur de ses capacités et on nourrit une haine à l'encontre de
ceux qui ont plus que soi.","On a été un maître, un seigneur, un dirigeant,
possédant le pouvoir et se sentant supérieur à tous. On se pensait le
maître du monde. Ancien milliardaire, prestige, luxe social. Mépris
envers les classes inférieures."
Pluton,Maison,11,"On ne semble pas trouver de travail à sa mesure.
Méfiance totale envers la société qui ne peut que nous mépriser et
ne pas nous reconnaître comme on le mérite. Si Uranus est
rétrograde, on est soit le premier, soit rien. Forte intelligence mais
peurs paniques violentes, méfiance forte envers les autres. Rejet de
ceux qui ont le pouvoir quand nous ne l'avons pas.","On a été dans de la guerre, du conflit absolu, on
s'est impliqué violemment dans des mouvements politiques ou
religieux qui concernaient la société. On a en fait voulu prendre le
pouvoir sur cette société. Nos idéologies servaient nos ambitions.
Complots dirigés, menés par une colère sourde. Ou alors statut
social élevé et installé qui avait un impact sur la société."
Pluton,Maison,12,"Blessure transgénérationnelle autour de secrets
violents, de choses cachées. Fond très anxieux, peur de sa propre
folie, paranoïa. Tourments inconscients, sentiment d'avoir des secrets
encore à découvrir, qu'on nous cache des choses, qu'il y a des nondits. On crée aussi ses propres non-dits, des tabous, on cache ses
peurs les plus violentes par peur qu'elles nous dépassent.
Fascination et peur pour l'occulte, la médiumnité, réminiscences
assez violentes et fortes.","Anciens guérisseurs, anciens magiciens, anciens
exorcistes, magie noire et occulte. Arnaques spirituelles, mensonges
sur la spiritualité. Mégalomanie. Paranoïa et donc le pouvoir servait
à maîtriser les situations."
Pluton,Signe,bélier,"Il y a un travail de désidentification à faire avec
Pluton, pour ne plus s'associer à ce personnage ancien.
On a été ce personnage plutonien et on revient avec ce souvenir
karmique. On peut ressentir de nombreuses anxiétés, avoir des
peurs, ressentir de l'insécurité, voire du danger.
On peut se mettre facilement en colère, ressentir de la persécution
de la part des autres. Médiumnité."," On a été paranoïaque et mégalomane dans la vie
antérieure. On a été ce personnage plutonien rétrograde, on s'est
identifié au côté sombre de Pluton: peurs, anxiétés, pouvoir,
violence interne.
On a pu persécuter les autres, par volonté de pouvoir, de puissance."
Pluton,Signe,taureau,"Anxiété financière, problèmes d'argent, peur de ne
en avoir assez, profond sentiment d'insécurité. Dans l'enfance,
l'argent pouvait manquer, l'argent était une préoccupation
importante. On a pu connaître des périodes difficiles
pas
ΛΑΛΛΛΛΛΛΛΛΑ
financièrement. Le sentiment de sécurité n'a pas été transmis dans
l'enfance.","Karma de vol financier, on a volé, on a usurpé.
L'argent était source de pouvoir et on a cherché à s'approprier des
biens matériels, afin de gagner en puissance. On s'est coupé de ses
proches, de sa vie affective, à cause d'une certaine violence. On
ressentait de l'insécurité qui nous a conduit à ce type de
comportement."
Pluton,Signe,gémeaux,"Dans cette vie on a une peur panique de l'esprit de
revanche des frères et sœurs. On leur cède le terrain sans se battre.
On a tellement peur de devenir violent ou destructeur vis-à-vis d'eux
que souvent on préfère renoncer avant même que d'avoir demandé.
On peut renoncer à un héritage au profit de ses frères et soeurs.
Avec un indice de sexualité avec Mars ou Vénus, un rapport maison
3 et 8, il y a aussi l'idée que toute relation sexuelle est comme un
interdit.","Pouvoir sur ses frères et sœurs. Pouvoir absolu les
privant de leurs droits, de leur existence, de leur pouvoir
d'expression. Karma avec la fratrie, vol sur la fratrie, usurpation
d'un héritage, par exemple."
Pluton,Signe,cancer,"Violences familiales, maltraitances physiques et/ou
psychologiques. Pluton rétrograde en maison 4 est un indice d'une
profonde violence au foyer : peur, insécurité totale, danger,
humiliations, prise de pouvoir d'un parent. Avec ce placement,
quelque chose de violent s'est déroulé, mais cela peut engendrer
aussi de la fascination concernant sa famille, on peut avoir du mal
à admettre leurs torts car ils ont le pouvoir sur nous, et que nous
avons aussi le souvenir karmique de violence au foyer.","On a abusé du pouvoir à l'encontre de sa famille:
violence, maltraitance... On a pu être ce parent violent. On a pu
rompre et couper les liens, maintenir une emprise, par reproduction
familiale."
Pluton,Signe,lion,"Violence du père à son encontre, violence physique,
psychologique ou symbolique, emprise du père. L'égo a été
malmené, nous n'avons pas eu de reconnaissance dans l'enfance,
plutôt du mépris. On aura peur d'avoir des enfants car on ressent
en soi l'existence de cette violence, puisqu'on en a été victime.
Estime de soi très basse, sentiment de ne pas mériter le bonheur."," Vie de débauche, de luxe, de prestige, extrême dans
la jouissance, dans la séduction, image de soi distordue. Pouvoir par
la séduction.
On n'a pas été dans de la prostitution mais on a pu tenir un bordel,
tirer parti de la prostitution des autres. Emprise sur d'autres
personnes."
Pluton,Signe,vierge," Karma physique, on a maltraité son corps dans la vie
antérieure et nous en gardons une mémoire cellulaire. Il y a le
souvenir d'une violence envers son corps. Ça ne veut pas dire que
nous aurons des maladies graves, mais nous ne pourrons pas
commettre d'excès, le corps ne le supportera pas. On peut avoir des
phobies, être très anxieux. Difficultés au travail, sentiment que la
hiérarchie veut prendre le pouvoir sur nous. Rapport de force et de
conflit au travail.","On a maltraité son corps, on s'est mis dans des
situations extrêmes de danger, déni de soi. On ne s'est pas soigné,
pour se punir soi-même. On n'a pas réussi à se lier aux autres,
égoïsme."
Pluton,Signe,balance,"Rapport de pouvoir particulier dans les relations aux
autres. Dans le couple, on vit à travers la passion, le conflit, le
déchirement. On recherche des personnes dites ""toxiques"",
déséquilibrées, on recherche de la violence chez le partenaire pour
travailler sur sa propre violence. Rapport de pouvoir sur l'autre dans
la relation : sentiment que soit on gagne, soit on se fait manger par
l'autre.","Violences sur le partenaire, maltraitances, rapport
de pouvoir très fort dans toutes les relations aux autres et
notamment dans sa relation. Maintenir une emprise permettait la
possession. On rentrait dans le rapport de force, dans le conflit,
intolérance."
Pluton,Signe,scorpion,"Karma de violence très fort, on redoute sa propre
violence interne, qui gronde à l'intérieur de soi. Réminiscences
karmiques, médiumnité. Attirance pour les forces occultes, et peur
panique à la fois. Sentiment d'insécurité dans l'enfance. Peur et
fascination pour la violence, pour tout ce qui concerne les affaires
policières, les enquêtes.","Pouvoir du mental, de la sexualité, on voulait
dominer le monde. Mort violente dans la vie antérieure, pareil avec
un Mars R en 8. On a pu être l'auteur de sa propre mort, on s'est
senti plonger dans une certaine folie. Sentiment de persécution,
paranoïa, mégalomanie. On avait le sentiment que les autres
voulaient nous détruire."
Pluton,Signe,sagittaire,"Image de soi un peu particulière : volonté de grande
puissance, image de soi grandiose, en alternance avec un déni de
soi très violent, un mépris envers soi-même. On se sent parfois
manquer de courage, puis parfois on prend des risques inconsidérés.
On peut être phobique du moindre déplacement tout comme adorer
partir à l'autre bout du monde sur un coup de tête.","Surtout si Jupiter est aussi rétrograde, on a pu être
un ancien cardinal, et on a pu faire régner une certaine terreur par
ses idées. On a pu être dans un ordre religieux, incarnant le pouvoir
de Dieu. Mégalomanie, volonté de puissance, pouvoir sur les autres
pour l'enrichissement et asseoir sa position sociale. On a pu avoir
des esclaves à son service."
Pluton,Signe,capricorne,"En terme de profession, on ne supporte pas l'autorité
mais on se retrouve souvent paradoxalement sous l'ordre de
responsables malveillants, pour nous faire évoluer sur la posture du
dirigeant. On se retrouve souvent dans des postes peu prestigieux,
donnant une image interne d'impuissance, en comparaison avec
l'ancienne position de la vie antérieure. On ne se sent pas reconnu à
la hauteur de ses capacités et on nourrit une haine à l'encontre de
ceux qui ont plus que soi.","On a été un maître, un seigneur, un dirigeant,
possédant le pouvoir et se sentant supérieur à tous. On se pensait le
maître du monde. Ancien milliardaire, prestige, luxe social. Mépris
envers les classes inférieures."
Pluton,Signe,verseau,"On ne semble pas trouver de travail à sa mesure.
Méfiance totale envers la société qui ne peut que nous mépriser et
ne pas nous reconnaître comme on le mérite. Si Uranus est
rétrograde, on est soit le premier, soit rien. Forte intelligence mais
peurs paniques violentes, méfiance forte envers les autres. Rejet de
ceux qui ont le pouvoir quand nous ne l'avons pas.","On a été dans de la guerre, du conflit absolu, on
s'est impliqué violemment dans des mouvements politiques ou
religieux qui concernaient la société. On a en fait voulu prendre le
pouvoir sur cette société. Nos idéologies servaient nos ambitions.
Complots dirigés, menés par une colère sourde. Ou alors statut
social élevé et installé qui avait un impact sur la société."
Pluton,Signe,poissons,"Blessure transgénérationnelle autour de secrets
violents, de choses cachées. Fond très anxieux, peur de sa propre
folie, paranoïa. Tourments inconscients, sentiment d'avoir des secrets
encore à découvrir, qu'on nous cache des choses, qu'il y a des nondits. On crée aussi ses propres non-dits, des tabous, on cache ses
peurs les plus violentes par peur qu'elles nous dépassent.
Fascination et peur pour l'occulte, la médiumnité, réminiscences
assez violentes et fortes.","Anciens guérisseurs, anciens magiciens, anciens
exorcistes, magie noire et occulte. Arnaques spirituelles, mensonges
sur la spiritualité. Mégalomanie. Paranoïa et donc le pouvoir servait
à maîtriser les situations."
