PLANETE_1,ASPECT,PLANETE_2,SCORE,INTERPRETATION,IDENTITE,FAMILLE,MA_MERE,MA_PERE,GRANDS_AXES,COMMENT_GERER,AMOUR_STYLE,AMOUR_COUPLE,AMOUR_PARTENAIRE_FEMME,AMOUR_PARTENAIRE_HOMME,AMOUR_INTIMITE,KARMIQUE
maitre_asc,carré,uranus,,"cette configuration va aussi être associée à des
questions identitaires, car Uranus est une planète qui va parler de
la liberté d’être, de l’individualité, de l’être unique que nous
sommes. Nous avons du mal à accepter une part de nous, nous
empêchant de l’exprimer librement, et nous avons pu avoir la
sensation d’un rejet dans la famille. Cet aspect génère un
sentiment d’être différent(e), complètement à part de son milieu
d’origine, mais aussi des autres une fois adulte. La famille a pu
rejeter des parts de ce que nous étions, ne pas accepter des parts
de notre personnalité. Alors, c’est parfois dans une certaine
provocation, par une affirmation soudaine et un peu imprévisible,
que nous affirmons ce que nous sommes. Nous avons donc
tendance à générer du rejet par notre attitude. Mais nous peinons
à réellement savoir qui nous sommes, entre une posture parfois
très dogmatique et mentale, et une part de nous qui a simplement
besoin de retrouver une zone de spontanéité pour s’exprimer.","Sentiment profond d'être différent, rejeté dans sa différence — blessure de rejet. Affirmation parfois provocatrice pour tester si les autres acceptent. Dissociation entre une posture très dogmatique/mentale et une part de soi qui a juste besoin de spontanéité. Profil neuroatypique possible.","La famille a rejeté des parts de la personnalité, demandant de se conformer. Sentiment de ne pas avoir été accepté tel qu'on était — à l'école aussi parfois.",,,"Réconcilier son histoire — s'entourer de personnes atypiques, vivre une vie un peu différente si c'est ce qui convient vraiment. Distinguer choix authentiques et postures identitaires construites.","il peut y avoir comme
une sensation de dissociation entre des parts de soi. On se sent
fondamentalement différent(e), différence que l’on prône, mais
dont on souffre à la fois, car on a souvent une blessure de rejet. Il y
a quelque chose à réconcilier de notre propre histoire. Il y aura
souvent besoin de s’entourer de personnes atypiques (aspect
d’ailleurs souvent présent chez les personnes ayant un profil
neuroatypique), de vivre une vie un peu différente, pour se sentir
bien savec soi même, mais il faudra veiller à savoir si ces choix
différents nous ressemblent : relèvent-ils de ce que nous
souhaitons réellement ? Ou de ce que nous voulons ressentir et
souhaiter ?",,,,,,
maitre_asc,carré,neptune,,"cette configuration indique une blessure d’abandon
importante. Cette blessure d’abandon a pu exister dans la famille
d’origine, où on a eu le sentiment d’un non amour, d’un amour qui
n’était pas inconditionnel, d’avoir vécu un abandon réel ou
symbolique. On a pu grandir dans une famille fusionnelle, mais où
on s’est oublié(e) au nom de cette fusion. Peut indiquer une
tendance sacrificielle et sauveuse, on a pu, dans notre famille,
sauver, aider certains membres, être un enfant sauveur, aider ses
parents dans leur propre tristesse... C’est un aspect de
vulnérabilité. Quand on est en lien avec les autres, quand on se
présente à eux, on aura tendance à s’oublier, se nier, à épouser
l’énergie de l’autre, ainsi qu’à observer toutes ses émotions. On a
cette tendance sacrificielle en soi, tant on craint le non amour.","Blessure d'abandon importante — sentiment de non-amour, d'abandon réel ou symbolique dans la famille. Tendance sauveuse et sacrificielle. On s'oublie et se nie pour faire plaisir, par peur d'être abandonné. Sensibilité et vulnérabilité à fleur de peau.",Non-amour ou abandon ressenti dans la famille d'origine. On a pu jouer le rôle de l'enfant sauveur avec ses parents. Famille fusionnelle parfois.,,,"Travail sur l'enfance et la blessure d'abandon — conscientiser sa sensibilité particulière, l'accepter. Développer les qualités créatives et intuitives qui en découlent."," il y a ici une forte
sensibilité, une vulnérabilité à fleur de peau, une peur enracinée
que l’on soit abandonné(e), parce que l’entièreté de ce que nous
sommes n’est pas digne d’amour. Il y a donc un travail à faire sur
l’enfance, mais sur aussi notre rapport à l’amour, une possible
dépendance affective, cachant une vulnérabilité profonde. Il sera
important d’écouter cette part vulnérable, mais aussi de
conscientiser l’ampleur de sa sensibilité, et d’accepter tout ce
qu’elle est, accepter et intégrer sa part sensible et émotive, car
nous avons souvent une sensibilité très particulière avec cet
aspect. Nous vivons et ressentons fortement, nous avons ainsi des
qualités créatives et intuitives, ressentant fortement les êtres, mais
ces qualités ne pourront se révéler si le fond n’est pas travaillé,
pour guérir cette blessure existentielle.",,,,,,
maitre_asc,carré,pluton,,"cette configuration indique une certaine violence
intérieure, souvent reportée contre soi même. Nous avons une
violence à être et à exister. Nous rejetons avec véhémence des
parts de nous, nous avons souvent en nous de la colère, de la
rancoeur, un sentiment d’injustice, les relations ont souvent un
arrière goût de trahison, mais surtout, nous avons peur. Peur de
perdre, d’échouer, peur de la mort, peur de tomber, peur de tout
perdre. Nous avons donc ainsi une tendance anxieuse, un
tempérament assez anxieux. Dans le lien direct aux autres, nous
nous cachons, nous gardons des choses secrètes, seul le cadre
extrêmement intime nous permettra d’être plus en confiance pour
se montrer. Nous préférons observer les autres. Nous avons aussi
une tendance à l’explosion, balançant parfois des vérités fortes,
mais nous avons la capacité de vite percevoir les faiblesses des
autres ! Dans l’enfance, une part de soi a été interdite dans son
expression, rejetée en bloc, punie. Nous n’avions pas le droit
d’exprimer cette part. Il y a eu un rejet de soi dans notre histoire.","Violence intérieure souvent reportée contre soi — rejet de parts de soi avec véhémence. Colère, rancœur, sentiment d'injustice. Peurs importantes (mort, perte, échec). Tendance à l'explosion après avoir longtemps gardé pour soi. Perception fine des faiblesses des autres.",Part de soi interdite d'expression dans l'enfance — punition quand on s'exprimait. Rejet de soi dans l'histoire. Peur ancienne et profonde à l'origine.,,,Travail psychologique et psychanalytique profond — confronter les peurs enfouies. L'ésotérisme et l'astrologie comme outils de connaissance de soi. L'attirance pour ces domaines est souvent présente.,"il y aura souvent un
travail psychologique, et psychanalytique à réaliser pour
comprendre l’ampleur de la profondeur de ce carré à Pluton. Il
existe quelque chose de profond au fond de nous, une peur
ancienne, sourde. Une peur à être, à exister, une méfiance
importante, un tempérament anxieux. Ce sont des choses qui
devront souvent être résolues par la thérapie. En général, on aura
une forte attirance pour les arts ésotériques, l’astrologie, car ces
derniers nous permettront de mieux nous comprendre et de
mieux nous connaître. Nous avons ainsi la possibilité d’explorer
notre psyché.",,,,,,
maitre_maison_5,carré,soleil,,,,,,,,,,,"Ton expression amoureuse et ton identité sont liées. Tu cherches à briller à travers tes amours, à te sentir vivant et valorisé dans la séduction. Tu as besoin que tes relations reflètent qui tu es profondément. Le plaisir amoureux nourrit ton estime de toi.","Ton expression amoureuse et ton identité sont liées. Tu cherches à briller à travers tes amours, à te sentir vivant et valorisé dans la séduction. Tu as besoin que tes relations reflètent qui tu es profondément. Le plaisir amoureux nourrit ton estime de toi.",,
maitre_maison_5,carré,lune,,,,,,,,,,,"Tes premières attirances sont guidées par tes besoins émotionnels. Tu es attiré par des personnes qui te sécurisent, qui te font sentir chez toi. Tu cherches une connexion émotionnelle profonde dès le début. Ton humeur influence fortement ta capacité à séduire et à t'ouvrir.","Tes premières attirances sont guidées par tes besoins émotionnels. Tu es attiré par des personnes qui te sécurisent, qui te font sentir chez toi. Tu cherches une connexion émotionnelle profonde dès le début. Ton humeur influence fortement ta capacité à séduire et à t'ouvrir.",,
maitre_maison_5,carré,mercure,,,,,,,,,,,"Tu séduis par l'esprit et les mots. La communication est au cœur de tes premières attirances. Tu es attiré par l'intelligence, l'humour, la curiosité. Tu as besoin d'échanger, de parler, de créer une complicité intellectuelle avant tout le reste.","Tu séduis par l'esprit et les mots. La communication est au cœur de tes premières attirances. Tu es attiré par l'intelligence, l'humour, la curiosité. Tu as besoin d'échanger, de parler, de créer une complicité intellectuelle avant tout le reste.",,
maitre_maison_5,carré,venus,,,,,,,,,,,"Double dose de charme et de douceur. Tu es naturellement séduisant, tu sais créer une atmosphère harmonieuse, mettre l'autre à l'aise. L'esthétique, la beauté, les plaisirs sensuels sont au cœur de ta manière d'aimer. Tu attires facilement.","Double dose de charme et de douceur. Tu es naturellement séduisant, tu sais créer une atmosphère harmonieuse, mettre l'autre à l'aise. L'esthétique, la beauté, les plaisirs sensuels sont au cœur de ta manière d'aimer. Tu attires facilement.",,
maitre_maison_5,carré,mars,,,,,,,,,,,"Tes attirances sont passionnelles, directes, physiques. Tu séduis par ton énergie, ta spontanéité, ton audace. Tu veux de l'action, du désir immédiat, de la conquête. Tu t'ennuies vite si ça manque de feu. Tu fonces sans trop réfléchir.","Tes attirances sont passionnelles, directes, physiques. Tu séduis par ton énergie, ta spontanéité, ton audace. Tu veux de l'action, du désir immédiat, de la conquête. Tu t'ennuies vite si ça manque de feu. Tu fonces sans trop réfléchir.",,
maitre_maison_5,carré,jupiter,,,,,,,,,,,"Tu abordes l'amour avec optimisme et générosité. Tu séduis par ta joie de vivre, ton enthousiasme contagieux. Tu es attiré par des personnes qui élargissent tes horizons. Tu veux de l'aventure, de la liberté, de la croissance. Tu idéalises facilement.","Tu abordes l'amour avec optimisme et générosité. Tu séduis par ta joie de vivre, ton enthousiasme contagieux. Tu es attiré par des personnes qui élargissent tes horizons. Tu veux de l'aventure, de la liberté, de la croissance. Tu idéalises facilement.",,
maitre_maison_5,carré,saturne,,,,,,,,,,,"Tes premières attirances sont marquées par la retenue, la prudence. Tu as du mal à te lâcher, à te montrer spontané. Tu prends l'amour au sérieux, peut-être trop. Tu es attiré par la maturité, la stabilité, mais tu peux te bloquer par peur du rejet ou sentiment d'indignité.","Tes premières attirances sont marquées par la retenue, la prudence. Tu as du mal à te lâcher, à te montrer spontané. Tu prends l'amour au sérieux, peut-être trop. Tu es attiré par la maturité, la stabilité, mais tu peux te bloquer par peur du rejet ou sentiment d'indignité.",,
maitre_maison_5,carré,uranus,,,,,,,,,,,"Tes attirances sont imprévisibles, électriques. Tu es attiré par l'originalité, la différence, ce qui sort des normes. Tu veux de la liberté, de la surprise, de l'indépendance. Les relations conventionnelles t'ennuient. Tu peux avoir des coups de foudre soudains.","Tes attirances sont imprévisibles, électriques. Tu es attiré par l'originalité, la différence, ce qui sort des normes. Tu veux de la liberté, de la surprise, de l'indépendance. Les relations conventionnelles t'ennuient. Tu peux avoir des coups de foudre soudains.",,
maitre_maison_5,carré,neptune,,,,,,,,,,,"Tes attirances sont teintées de rêve et d'idéalisation. Tu es attiré par la sensibilité, l'art, la spiritualité. Tu cherches une connexion mystique, une fusion douce. Mais tu risques de tomber amoureux de ton fantasme plutôt que de la réalité. Tu te perds facilement.","Tes attirances sont teintées de rêve et d'idéalisation. Tu es attiré par la sensibilité, l'art, la spiritualité. Tu cherches une connexion mystique, une fusion douce. Mais tu risques de tomber amoureux de ton fantasme plutôt que de la réalité. Tu te perds facilement.",,
maitre_maison_5,carré,pluton,,,,,,,,,,,"Tes attirances sont intenses, magnétiques, obsessionnelles. Tu es attiré par le mystère, la profondeur, la puissance. Tu veux fusionner totalement, posséder et être possédé. Tes premières attirances réveillent tes zones d'ombre. C'est tout ou rien dès le début.","Tes attirances sont intenses, magnétiques, obsessionnelles. Tu es attiré par le mystère, la profondeur, la puissance. Tu veux fusionner totalement, posséder et être possédé. Tes premières attirances réveillent tes zones d'ombre. C'est tout ou rien dès le début.",,
maitre_maison_5,carré,lune_noire,,,,,,,,,,,"Tes attirances touchent à tes blessures profondes. Tu es attiré par ce qui te met en danger, par l'interdit, par ce qui réveille ta part sauvage. Tu peux vivre des attirances transgressives, taboues. Tu explores tes zones d'ombre à travers le plaisir et la séduction.","Tes attirances touchent à tes blessures profondes. Tu es attiré par ce qui te met en danger, par l'interdit, par ce qui réveille ta part sauvage. Tu peux vivre des attirances transgressives, taboues. Tu explores tes zones d'ombre à travers le plaisir et la séduction.",,
maitre_maison_5,carré,Chiron,,,,,,,,,,,Tes premières attirances réveillent tes blessures affectives. Tu es attiré par ce qui te fait souffrir ou par des personnes blessées que tu veux guérir. Le plaisir amoureux est mêlé de douleur. Tu dois apprendre à t'autoriser la légèreté et la joie sans culpabilité.,Tes premières attirances réveillent tes blessures affectives. Tu es attiré par ce qui te fait souffrir ou par des personnes blessées que tu veux guérir. Le plaisir amoureux est mêlé de douleur. Tu dois apprendre à t'autoriser la légèreté et la joie sans culpabilité.,,
maitre_maison_5,carré,noeud_sud,,,,,,,,,,,"Tes attirances répètent des schémas passés. Tu es attiré par ce qui est familier, confortable, même si ça ne te fait pas grandir. Tu dois dépasser ces patterns pour évoluer. Tes premières attirances te ramènent à ce que tu connais déjà trop bien.","Tes attirances répètent des schémas passés. Tu es attiré par ce qui est familier, confortable, même si ça ne te fait pas grandir. Tu dois dépasser ces patterns pour évoluer. Tes premières attirances te ramènent à ce que tu connais déjà trop bien.",,
maitre_maison_5,carré,noeud_nord,,,,,,,,,,,"Tes attirances te poussent vers ton évolution. Tu es attiré par ce qui te fait grandir, même si c'est inconfortable. Tes relations amoureuses sont un chemin d'apprentissage. Tu dois oser explorer des territoires relationnels nouveaux pour toi.","Tes attirances te poussent vers ton évolution. Tu es attiré par ce qui te fait grandir, même si c'est inconfortable. Tes relations amoureuses sont un chemin d'apprentissage. Tu dois oser explorer des territoires relationnels nouveaux pour toi.",,
maitre_maison_7,carré,soleil,,,,,,,,,,,"Tu cherches un partenaire qui brille, qui a une présence solaire, quelqu'un dont tu peux être fier(ère). La relation est centrale dans ta construction identitaire — à travers l'autre, tu te découvres toi-même. Non intégré, tu peux t'effacer derrière un partenaire charismatique ou au contraire exiger que l'autre te mette en lumière. Intégré, vous formez un duo où chacun nourrit la lumière de l'autre sans s'éclipser.","Tu cherches un partenaire qui brille, qui a une présence solaire, quelqu'un dont tu peux être fier(ère). La relation est centrale dans ta construction identitaire — à travers l'autre, tu te découvres toi-même. Non intégré, tu peux t'effacer derrière un partenaire charismatique ou au contraire exiger que l'autre te mette en lumière. Intégré, vous formez un duo où chacun nourrit la lumière de l'autre sans s'éclipser.",,
maitre_maison_7,carré,lune,,,,,,,,,,,"Tu cherches avant tout une sécurité émotionnelle dans le couple. Le partenaire idéal est quelqu'un de maternel, protecteur, qui crée un cocon. La fusion affective est forte — tu ressens les émotions de l'autre comme les tiennes. Non intégré, tu peux devenir dépendant(e) ou étouffant(e), cherchant dans le couple ce que tu n'as pas reçu enfant. Intégré, tu crées une intimité nourrissante où chacun peut se montrer vulnérable sans danger.","Tu cherches avant tout une sécurité émotionnelle dans le couple. Le partenaire idéal est quelqu'un de maternel, protecteur, qui crée un cocon. La fusion affective est forte — tu ressens les émotions de l'autre comme les tiennes. Non intégré, tu peux devenir dépendant(e) ou étouffant(e), cherchant dans le couple ce que tu n'as pas reçu enfant. Intégré, tu crées une intimité nourrissante où chacun peut se montrer vulnérable sans danger.",,
maitre_maison_7,carré,mercure,,,,,,,,,,,"Tu tombes amoureux(se) par l'esprit. Le partenaire idéal est quelqu'un avec qui tu peux parler de tout, rire, débattre, apprendre. La complicité intellectuelle est non négociable. Non intégré, tu peux rester dans la tête et éviter l'intimité émotionnelle, ou choisir des partenaires brillants mais émotionnellement indisponibles. Intégré, la relation devient un dialogue permanent qui nourrit autant le cœur que l'esprit.","Tu tombes amoureux(se) par l'esprit. Le partenaire idéal est quelqu'un avec qui tu peux parler de tout, rire, débattre, apprendre. La complicité intellectuelle est non négociable. Non intégré, tu peux rester dans la tête et éviter l'intimité émotionnelle, ou choisir des partenaires brillants mais émotionnellement indisponibles. Intégré, la relation devient un dialogue permanent qui nourrit autant le cœur que l'esprit.",,
maitre_maison_7,carré,venus,,,,,,,,,,,"Tu aspires à un amour beau, harmonieux, sans conflit. Le partenaire idéal est quelqu'un de doux, esthète, raffiné, qui cultive l'art de vivre ensemble. Tu as besoin que la relation soit agréable au quotidien. Non intégré, tu peux fuir les conflits nécessaires ou rester dans des relations  jolies  mais superficielles. Intégré, tu crées une relation où la tendresse et la beauté coexistent avec l'authenticité.","Tu aspires à un amour beau, harmonieux, sans conflit. Le partenaire idéal est quelqu'un de doux, esthète, raffiné, qui cultive l'art de vivre ensemble. Tu as besoin que la relation soit agréable au quotidien. Non intégré, tu peux fuir les conflits nécessaires ou rester dans des relations  jolies  mais superficielles. Intégré, tu crées une relation où la tendresse et la beauté coexistent avec l'authenticité.",,
maitre_maison_7,carré,mars,,,,,,,,,,,"Tu es attiré(e) par des partenaires affirmés, dynamiques, qui ont du caractère. La tension sexuelle et l'énergie vitale sont essentielles dans ton couple. Tu as besoin de désir, de challenge, parfois de confrontation saine. Non intégré, tu peux attirer des partenaires agressifs ou entrer dans des dynamiques de compétition épuisantes. Intégré, la passion reste vive et vous vous stimulez mutuellement sans vous détruire.","Tu es attiré(e) par des partenaires affirmés, dynamiques, qui ont du caractère. La tension sexuelle et l'énergie vitale sont essentielles dans ton couple. Tu as besoin de désir, de challenge, parfois de confrontation saine. Non intégré, tu peux attirer des partenaires agressifs ou entrer dans des dynamiques de compétition épuisantes. Intégré, la passion reste vive et vous vous stimulez mutuellement sans vous détruire.",,
maitre_maison_7,carré,jupiter,,,,,,,,,,,"Tu cherches un partenaire qui t'élève, t'ouvre des horizons, te fait grandir. L'autre est vécu comme un guide, un mentor, quelqu'un que tu admires. Tu as besoin d'expansion à travers la relation — voyages, projets, vision commune. Non intégré, tu peux idéaliser l'autre au point de ne plus voir ses défauts, ou attendre qu'il te  sauve . Intégré, vous grandissez ensemble, chacun étant le tremplin de l'autre.","Tu cherches un partenaire qui t'élève, t'ouvre des horizons, te fait grandir. L'autre est vécu comme un guide, un mentor, quelqu'un que tu admires. Tu as besoin d'expansion à travers la relation — voyages, projets, vision commune. Non intégré, tu peux idéaliser l'autre au point de ne plus voir ses défauts, ou attendre qu'il te  sauve . Intégré, vous grandissez ensemble, chacun étant le tremplin de l'autre.",,
maitre_maison_7,carré,saturne,,,,,,,,,,,"Tu prends l'engagement au sérieux. Le partenaire idéal est quelqu'un de fiable, mature, structuré, sur qui tu peux compter dans la durée. Tu préfères la solidité à la passion éphémère. Non intégré, tu peux choisir des partenaires froids, critiques ou t'enfermer dans des relations par devoir plutôt que par amour. Intégré, tu construis une relation qui traverse le temps, fondée sur le respect mutuel et la loyauté.","Tu prends l'engagement au sérieux. Le partenaire idéal est quelqu'un de fiable, mature, structuré, sur qui tu peux compter dans la durée. Tu préfères la solidité à la passion éphémère. Non intégré, tu peux choisir des partenaires froids, critiques ou t'enfermer dans des relations par devoir plutôt que par amour. Intégré, tu construis une relation qui traverse le temps, fondée sur le respect mutuel et la loyauté.",,
maitre_maison_7,carré,uranus,,,,,,,,,,,"Tu as besoin de liberté dans le couple. Le partenaire idéal est quelqu'un d'original, indépendant, qui ne cherche pas à te posséder. Les relations conventionnelles t'ennuient — tu as besoin de surprise, de stimulation, d'espace. Non intégré, tu peux fuir dès que ça devient trop stable ou attirer des partenaires imprévisibles qui te déstabilisent. Intégré, tu inventes une forme de couple unique qui respecte l'individualité de chacun.","Tu as besoin de liberté dans le couple. Le partenaire idéal est quelqu'un d'original, indépendant, qui ne cherche pas à te posséder. Les relations conventionnelles t'ennuient — tu as besoin de surprise, de stimulation, d'espace. Non intégré, tu peux fuir dès que ça devient trop stable ou attirer des partenaires imprévisibles qui te déstabilisent. Intégré, tu inventes une forme de couple unique qui respecte l'individualité de chacun.",,
maitre_maison_7,carré,neptune,,,,,,,,,,,"Tu rêves d'un amour absolu, fusionnel, quasi spirituel. Le partenaire idéal est quelqu'un de sensible, artistique, avec qui tu partages une connexion au-delà des mots. Tu cherches l'âme sœur au sens mystique. Non intégré, tu peux idéaliser l'autre au point de ne pas le voir tel qu'il est, ou t'oublier complètement dans la relation. Intégré, tu vis un amour profond et inspirant, les pieds sur terre et le cœur dans les étoiles.","Tu rêves d'un amour absolu, fusionnel, quasi spirituel. Le partenaire idéal est quelqu'un de sensible, artistique, avec qui tu partages une connexion au-delà des mots. Tu cherches l'âme sœur au sens mystique. Non intégré, tu peux idéaliser l'autre au point de ne pas le voir tel qu'il est, ou t'oublier complètement dans la relation. Intégré, tu vis un amour profond et inspirant, les pieds sur terre et le cœur dans les étoiles.",,
maitre_maison_7,carré,pluton,,,,,,,,,,,"Tu es attiré(e) par des relations intenses qui te transforment en profondeur. Le partenaire idéal est quelqu'un de magnétique, entier, qui ne fait pas dans la demi-mesure. L'amour est vécu comme une mort et une renaissance. Non intégré, tu peux attirer des dynamiques de pouvoir, de jalousie ou de contrôle — ou les provoquer toi-même. Intégré, la relation devient un creuset alchimique : vous vous révélez l'un l'autre sans vous détruire.","Tu es attiré(e) par des relations intenses qui te transforment en profondeur. Le partenaire idéal est quelqu'un de magnétique, entier, qui ne fait pas dans la demi-mesure. L'amour est vécu comme une mort et une renaissance. Non intégré, tu peux attirer des dynamiques de pouvoir, de jalousie ou de contrôle — ou les provoquer toi-même. Intégré, la relation devient un creuset alchimique : vous vous révélez l'un l'autre sans vous détruire.",,
maitre_maison_7,carré,lune_noire,,,,,,,,,,,"Tu es fasciné(e) par ce qui est interdit, tabou, hors-norme dans les relations. Le partenaire peut être quelqu'un de magnétique mais insaisissable, ou des attirances qui dérangent ton image de toi-même. Non intégré, tu peux vivre des relations ambiguës, des triangles, des passions inavouables qui te font honte. Intégré, tu assumes tes désirs profonds sans culpabilité et attires des partenaires qui acceptent ton ombre.","Tu es fasciné(e) par ce qui est interdit, tabou, hors-norme dans les relations. Le partenaire peut être quelqu'un de magnétique mais insaisissable, ou des attirances qui dérangent ton image de toi-même. Non intégré, tu peux vivre des relations ambiguës, des triangles, des passions inavouables qui te font honte. Intégré, tu assumes tes désirs profonds sans culpabilité et attires des partenaires qui acceptent ton ombre.",,
maitre_maison_7,carré,Chiron,,,,,,,,,,,"La relation amoureuse touche directement ta blessure fondamentale. Tu peux attirer des partenaires blessés que tu veux soigner, ou des partenaires qui réveillent tes propres failles. L'amour est indissociable d'une forme de douleur ou de vulnérabilité. Non intégré, tu répètes des schémas douloureux ou tu restes dans des relations  infirmerie . Intégré, la relation devient un espace de guérison mutuelle où la blessure partagée crée une intimité rare.","La relation amoureuse touche directement ta blessure fondamentale. Tu peux attirer des partenaires blessés que tu veux soigner, ou des partenaires qui réveillent tes propres failles. L'amour est indissociable d'une forme de douleur ou de vulnérabilité. Non intégré, tu répètes des schémas douloureux ou tu restes dans des relations  infirmerie . Intégré, la relation devient un espace de guérison mutuelle où la blessure partagée crée une intimité rare.",,
maitre_maison_7,carré,noeud_sud,,,,,,,,,,,"Tu attires des partenaires avec qui tu as un sentiment de déjà-vu, une familiarité immédiate. Ce sont souvent des liens karmiques — confortables mais potentiellement répétitifs. Non intégré, tu peux rester dans des schémas relationnels anciens par facilité, même s'ils ne te font plus grandir. Intégré, tu honores ces connexions profondes tout en restant libre d'évoluer au-delà des patterns du passé.","Tu attires des partenaires avec qui tu as un sentiment de déjà-vu, une familiarité immédiate. Ce sont souvent des liens karmiques — confortables mais potentiellement répétitifs. Non intégré, tu peux rester dans des schémas relationnels anciens par facilité, même s'ils ne te font plus grandir. Intégré, tu honores ces connexions profondes tout en restant libre d'évoluer au-delà des patterns du passé.",,
maitre_maison_7,carré,noeud_nord,,,,,,,,,,,"La relation est un chemin d'évolution majeur pour toi. Le partenaire idéal est quelqu'un qui t'emmène vers l'inconnu, qui te pousse hors de ta zone de confort. L'amour est apprentissage. Non intégré, tu peux fuir ces relations exigeantes ou ne pas reconnaître les partenaires qui te font vraiment grandir. Intégré, tu accueilles la relation comme une initiation et tu évolues profondément à travers l'autre.","La relation est un chemin d'évolution majeur pour toi. Le partenaire idéal est quelqu'un qui t'emmène vers l'inconnu, qui te pousse hors de ta zone de confort. L'amour est apprentissage. Non intégré, tu peux fuir ces relations exigeantes ou ne pas reconnaître les partenaires qui te font vraiment grandir. Intégré, tu accueilles la relation comme une initiation et tu évolues profondément à travers l'autre.",,
lune,opposition,Soleil,,"Le soleil
représente la conscience, et la lune l’âme. Deux parties de soi
essentielles qui se situent en dissonance. Par rapport au carré, cet
aspect parlera plutôt d’une dualité, une opposition. Les deux parts
de soi ne sont pas en conflit ouvert, mais n’arrivent pas à se
combiner, s’associer, car elles semblent trop différentes. Cela va
générer souvent une recherche de  choix” entre ces deux parts
de soi : dois-je choisir mon identité, ou mes ressentis ? On aura
souvent cette sensation d’être face à des choix de vie impossibles,
comme si, dans nos choix, une part de nous n’était pas entendue
ou respectée. Comme si on devait toujours renoncer à quelque
chose, ne permettant pas un épanouissement total. Cette
configuration indique une naissance en pleine lune, qui indique
beaucoup de dualités intérieures, avec souvent des thèmes
balançoires associés (pas toujours, mais comme Mercure et Vénus
sont proches du soleil, on peut avoir un thème coupé en deux, si
d’autres planètes se situent du côté de la lune). Ainsi, il y a
vraiment cette notion de 2 orientations qui semblent impossibles à
associer.
Dans cette configuration, c’est la lune qui sera plus soumise face
au soleil, qui est dominant en tant que planète plus rapide que la
lune. C’est donc souvent la volonté, les choix plus conscients et
rationnels, qui prendront le pas sur les émotions. On peut donc
facilement balayer ses émotions, avant que celles-ci ne
reprennent le devant de la scène, nous laissant face à des
interrogations :  j’étais pourtant sûr(e) de ce que je voulais,
pourquoi mes émotions me disent le contraire ?”
. La lune devient
le soleil, en se faisant  manger” par lui, et se mêle donc à la
volonté, et s’oublie dans ses ressentis. On va devoir sans cesse
négocier entre volonté, choix conscients, et émotions, pour
combiner les deux, mais l’équilibre est difficile à trouver.","Naissance en pleine lune — dualité structurelle entre conscience (Soleil) et âme (Lune). Impossible de combiner deux parts de soi qui semblent trop différentes pour coexister. Sensation chronique de devoir choisir entre ce que l'on veut et ce que l'on ressent. Le Soleil domine : volonté et rationalité prennent souvent le pas sur les émotions, jusqu'à ce qu'elles reprennent le dessus. Thème potentiellement coupé en deux — deux orientations de vie semblant impossibles à réconcilier. En ressource : profondeur intérieure, capacité à tenir plusieurs points de vue simultanément.","Deux camps parentaux distincts — sans conflit ouvert, mais une dualité perceptible obligeant l'enfant à se positionner. Sentiment d'être constamment situé d'un côté ou de l'autre, consciemment ou non. Cette dynamique familiale s'est intégrée comme schéma de fonctionnement à l'âge adulte : difficulté à unifier les opposés, tendance à reproduire des situations où il faut trancher.","Deux camps parentaux distincts — sans conflit ouvert, mais une dualité perceptible obligeant l'enfant à se positionner. Sentiment d'être constamment situé d'un côté ou de l'autre, consciemment ou non. Cette dynamique familiale s'est intégrée comme schéma de fonctionnement à l'âge adulte : difficulté à unifier les opposés, tendance à reproduire des situations où il faut trancher.","Deux camps parentaux distincts — sans conflit ouvert, mais une dualité perceptible obligeant l'enfant à se positionner. Sentiment d'être constamment situé d'un côté ou de l'autre, consciemment ou non. Cette dynamique familiale s'est intégrée comme schéma de fonctionnement à l'âge adulte : difficulté à unifier les opposés, tendance à reproduire des situations où il faut trancher.",Thème de vie centré sur la réconciliation des opposés intérieurs — apprendre à ne pas choisir entre volonté et émotion mais à les faire dialoguer. La pleine lune natale indique un cycle en achèvement. L'équilibre ne se trouve pas dans le choix d'un camp mais dans la capacité à tenir les deux simultanément.,"équilibre à trouver pour
respecter 2 parts de soi aussi importantes l’une que l’autre. Dans
notre vie, on aura tendance à négocier, pour essayer de tempérer
entre ces deux parties, dans les choix que nous ferons, mais nous
avons souvent la sensation de faire des compromis intérieurs.
Comme il s’agit d’une opposition, on a plus tendance à négocier
qu’à réellement se confronter au problème. Donc on fera des
choix de compromis, toujours un peu insatisfaisants, dont on a le
sentiment de devoir se contenter. Il faut bien comprendre
qu’aucune de ces deux parts n’est plus importante que l’autre, et
que des choix sont possibles pour respecter les deux, pleinement.
C’est surtout une perception, un schéma, des croyances, à
modifier pour trouver un juste équilibre, mais sans sensation de
devoir faire des compromis.",,,,,,
