DONNEE,MAISON,SIGNE,INTERPRETATION,BLOC,PRIORITE
maitre_maison,6,scorpion,"Vie professionnelle mal vécue. Métiers autour de l'occulte, de la recherche sur l'humain (philo, psy, enquêteur...), gynécologue, astrologue, médium, voyant, antiquaire, éboueur, pompes funèbres. Santé: organes sexuels et anus à surveiller.",,
maitre_maison,6,sagittaire,"Besoin de réussir dans son travail, volonté d'élévation sociale.
Explorateur, équitation, tourisme, enseignement, chercheur, député, juge, ambassadeur, notable, ministre, chef, député.
Santé: hanches, cuisses, circulation sanguine et foie à surveiller.",,
maitre_maison,6,capricorne,"Ambition, sérieux et endurance dans son métier. Système hiérarchique respecté, mais aussi besoin de diriger. Spéléologue, guide montagne, archiviste, historien, archéologue, président, ostéopathe, directeur. Santé: os, dents et genoux fragiles.",,
maitre_maison,6,verseau,"Parcours atypique, besoin d'être novateur dans son métier.
Ingénieur, inventeur, astronaute, aviateur, électricien, technologie et réseaux sociaux, anarchiste, leader de parti, informatique. Santé: système nerveux et veineux à surveiller.",,
maitre_maison,6,poissons,"Incertitudes professionnelles, dimension d'amour dans son métier. Guérisseur, médium, prêtre, voyant, barman, trafiquant de drogues, Marine, professions hospitalières et religieuses, musicien, artiste. Santé : circulation et santé mentale.",,
maitre_maison,7,bélier,"Recherche d'un partenaire dynamique, entreprenant, actif, qui ne se laisser pas faire et qui s'affirme. Recherche d'une personnalité qui cherche à gagner, à agir, qui va faire des choses, qui sera dans de l'impulsivité.
La question de la domination dans le couple risque d'être au centre des problèmes rencontrés.",,
maitre_maison,7,taureau,"Recherche d'un partenaire qui saura sécuriser l'ascendant scorpion, qui lui permettra de sentir entouré. L'ascendant scorpion anxieux se sentira rassuré avec le taureau. Le partenaire sera loyal, fidèle, on pourra compter sur lui, il aura beaucoup de certitudes.
Le couple cherchera à construire ensemble au niveau matériel.
C'est l'image du couple possessif.",,
maitre_maison,7,gémeaux,"Recherche d'un partenaire avec qui on pourra lier une complicité, une amitié, avec qui on pourra être complice.
La communication sera essentielle dans le fonctionnement du couple, le partenaire sera bavard, parfois un peu immature et léger. Le partage intellectuel sera de mise avec un conjoint curieux d'apprentissage.
La qualité intellectuelle sera moteur dans la bonne entente et le désir du couple.",,
maitre_maison,7,cancer,"Recherche d'un partenaire sensible, doux, émotif, avec qui construire une famille et qui sera tendre et attentionné, tourné vers sa famille et vers son foyer. L'ascendant capricorne en aura besoin pour atténuer sa froideur, pour ouvrir son coeur.
Le projet avec ce descendant est de construire un foyer stable, pour retravailler sur son passé et sa propre histoire.",,
maitre_maison,7,lion,"Recherche d'un partenaire brillant, que l'on pourra admirer et complimenter, un brin orgueilleux, mais lumineux, généreux, créatif. Il sera susceptible, et aura besoin d'être reconnu pour que le couple fonctionne.
La problématique sera de réussir à gérer l'égo de chacun dans le couple, pour qu'aucun des deux ne prenne toute la place.",,
maitre_maison,7,vierge,"Recherche d'un partenaire qui donnera du cadre à l'ascendant poissons un peu flou et perdu. Elle lui permettra de trouver un cadre sécurisant et de concrétiser des choses. Le partenaire sera un peu rigide, à cheval sur des principes, perfectionniste et travailleur.
Le couple aura tendance à être un sujet d'analyse, rationnalisant la relation plutôt que de se laisser aller aux sentiments.",,
maitre_maison,7,balance,"Recherche d'un partenaire qui apaisera la personnalité fougueuse de l'ascendant bélier. Le partenaire sera doux, très beau ou belle, charmant, et mettra de l'harmonie dans le foyer. Il y a besoin de cette notion d'esthétique !
Le besoin d'amour est fort, le besoin de construire une relation est important dans la vie. Le couple devra renvoyer une bonne image auprès des autres.",,
maitre_maison,7,scorpion,"Recherche d'un partenaire qui sera profond, et permettra à l'ascendant taureau de sortir de ses certitudes pour affronter une autre palette émotionnelle, apprendre l'introspection et les questionnements.
La vision de l'amour sera profonde, mais tourmentée. Il y a un rapport de pouvoir dans le couple qui peut perturber la relation, une recherche de partenaire anxieux. La sexualité est essentielle.",,
maitre_maison,7,sagittaire,"La question du mariage sera importante, même si la liberté prime dans ce placement. Recherche d'un partenaire qui prend de la place, qui a confiance en lui, qui prend les devants.
Il y a le besoin d'admirer son partenaire, de l'idéaliser. Le partenaire devra avoir une réussite financière et/ou socio-professionnelle, un savoir faire et une maîtrise dans son domaine.
L'amour sera vu comme passionné, fait d'aventure.",,
maitre_maison,7,capricorne,"Recherche d'un partenaire qui sécurisera et prendra la vie de la maison en main, qui dirigera et gérera les choses, ce qui est sécurisant pour l'ascendant cancer. Le partenaire devra être mature, intelligent, parfois plus âgé.
La construction du couple peut être plus tardive, avec des périodes de célibat.",,
maitre_maison,7,verseau,"Recherche d'un partenaire qui sera intelligent, intellectuel, qui sera différent des autres. La supériorité intellectuelle sera essentielle pour les sentiments, pour que l'ascendant lion se sente unique à ses côtés.
Le problème sera l'indépendance, à la fois recherchée et redoutée pour l'ascendant lion. Les partenaires seront souvent libres, pas toujours prêts à s'engager. Le couple devra être un terrain d'apprentissage, pour accepter la liberté de chacun.",,
maitre_maison,7,poissons,"Recherche d'un partenaire qui sera dans le lâcher prise afin d'aider l'ascendant vierge à se sentir plus sereine et détendue, à prendre du recul sur les détails. Les partenaires seront parfois fuyants, peu engagés
L'amour est fantasmé. Il y a un besoin de fusion dans la relation, de vibrer. Et en même temps, la notion de relation est floue, les rôles et places de chacun ne sont pas faciles à définir.",,
maitre_maison,8,bélier,"Vécu d'une certaine répression dans l'enfance, difficulté pour s'exprimer et s'affirmer, colère problématique: on a peur de sa colère ou on fuit celle des autres. Peur des conflits, de ses désirs et pulsions. Empressements financiers.",,
maitre_maison,8,taureau,"Dans l'enfance, instabilité, crises relationnelles, empêchement de la joie de vivre. Peur d'exprimer son affection, de vivre sa sexualité, crainte de la trahison. Importance de l'acquisition de biens terrestres et de la transmission.",,
maitre_maison,8,gémeaux,"Difficulté pour s'exprimer, interdit de la parole, empêchement de la curiosité, de la découverte, environnement d'enfance non stimulant intellectuellement. Peur de s'ouvrir au monde. La question de la mort et de ses mystères hante l'intellect.",,
maitre_maison,8,cancer,"Le lien à la famille ne s'est pas fait: décès d'un proche, manque d'un point d'ancrage, empêchement d'exprimer ses émotions.
Créer sa propre famille peut faire peur, sa sensibilité fait peur.
L'argent est dépensé pour se créer un cocon rassurant.",,
maitre_maison,8,lion,"Remise en question de l'égo, dû à une structure familiale répressive, qui n'a pas permis d'avoir confiance en soi, qui a empêché l'expression, règles trop strictes. Peur de devenir égocentrique. Responsabilités assumées sur le plan matériel.",,
maitre_maison,8,vierge,"Famille qui a pu beaucoup critiquer, engendrant un manque de confiance en son intelligence. Le rapport au corps et à la santé pouvait poser problème dans la famille. Peur de la maladie, peur de ne pas être capable. Inquiétudes sur le plan financier.",,
maitre_maison,8,balance,"Importance des conflits dans l'enfance, mésententes et manque d'harmonie, image dissonante entre le vécu familial et l'image renvoyée aux autres. Solitude dans l'enfance. Peur de la méchanceté. Finances déséquilibrées.",,
maitre_maison,8,scorpion,"Position naturelle de la maison 8. Vécu de nombreuses situations douloureuses, traumatismes, engendrant de la négativité et la peur que ses blessures refassent surface. Profonde capacité pour se transformer. Angoisses financières.",,
maitre_maison,8,sagittaire,"Perte de la foi et de la confiance en l'autre, sentiment d'avoir été écrasé, de ne pas avoir eu de place. Peur de se mettre en avant, sentiment d'illégitimité. Difficulté à ressentir joie et abondance. L'argent permet de de s'élever socialement.",,
maitre_maison,8,capricorne,"Sentiment de solitude dans l'enfance, d'avoir été délaissé, trahi, abandonné. Protection, carapace, par peur de l'intimité et de la vulnérabilité. Sentiment enterrés sous une couche de froideur.
Budget tenu avec rigueur.",,
maitre_maison,8,verseau,"Environnement dans l'enfance enfermant, bridant, sentiment de ne pas pouvoir exprimer son individualité. Peur d'être à nouveau enfermé dans une relation, peur de l'engagement. Adaptabilité vis-à-vis de l'argent.",,
maitre_maison,8,poissons,"Vécu dans l'enfance sans imagination ou spiritualité, mais dure, froide, matérielle, sans émotion. Peur de perdre le contrôle et de lâcher prise. Difficulté de créer une connexion dans ses relations.
Vie matérielle et financière assez incertaine.",,
maitre_maison,9,bélier,"Voyages décidés impulsivement, mais esprit de conquête, d'aventure, de découverte. Volonté d'élargir son horizon et relever des défis. Domination dans la façon de penser, agressivité dans la manière de donner des conseils.",,
maitre_maison,9,taureau,"Le goût pour l'aventure n'est pas très prononcé, tendance sédentaire. Attitude terre à terre qui ne permet pas forcément d'avoir l'esprit philosophique, mais sens du devoir et du patriotisme, amour de la terre.",,
maitre_maison,9,gémeaux,"Curiosité et envie de s'ouvrir au monde. Implication dans les organisations comme les écoles, les centres de formation, les universités. On apprend beaucoup des voyages, on aime se fondre dans les différentes cultures.",,
maitre_maison,9,cancer,"Peur d'élargir son horizon, peu d'attrait pour les voyages qui sortent de sa zone de confort. Les questions autour de la famille, des racines, des origines sociales intéressent au niveau intellectuel. Construction du foyer loin du lieu de naissance.",,
maitre_maison,9,lion,"Egocentrisme, volonté de se mettre en avant et d'accroître son pouvoir et développer sa réputation. L'art, les voyages, le besoin de se cultiver enrichissent la vie et donnent du sens à l'existence.
La création donne une grande satisfaction.",,
maitre_maison,9,vierge,"Esprit un peu étroit, conservatisme, sens pratique ne donnant pas une pensée philosophique très élevée. La satisfaction spirituelle et intellectuelle bute contre trop de réalisme et de sens critique. Peu de voyages.",,
maitre_maison,9,balance,"La spiritualité est un peu intellectualisée dans ce signe d'air, mais la curiosité est forte. Les questionnements philosophiques tournent autour des relations aux autres. Les voyages permettent les rencontres.",,
maitre_maison,9,scorpion,"Soif de découvertes et de nouvelles aventures, n'hésite pas à tout plaquer pour partir et affronter de nouvelles choses. La recherche spirituelle et philosophique est décuplée, versant dans l'occulte. Marginalisation sociale.",,
maitre_maison,9,sagittaire,"Position naturelle de la maison 9. Fort besoin d'expansion. Goût des voyages, des études, intérêt pour la politique et les cultures étrangères, besoin de s'élever socialement et de réussir, d'être reconnu.",,
maitre_maison,9,capricorne,"La philosophie de vie repose sur le travail et la constance.
Tendance à la sédentarité et le dépouillement, ce qui n'amène pas à faire de grands voyages. Le système social peut être rejeté ou au contraire utilisé pour servir ses ambitions.",,
maitre_maison,9,verseau,"Attirance forte pour tout ce qui est nouveau et original.
Intellectualisation des principes philosophiques. Intérêt pour la religion et les mouvements mystiques. Préoccupation pour la société et les enjeux sociaux.",,
maitre_maison,9,poissons,"S'intéresse à tout, notamment aux croyances religieuses et spirituelles, ce qui peut donner un peu de confusion. Les croyances peuvent devenir délirantes. Aimera les voyages sans forcément d'organisation, en spontané.",,
maitre_maison,10,bélier,"Il y a le besoin de s'affirmer vis-à-vis d'un foyer qui lissait la personnalité au nom de l'harmonie. La compétition, le sport, être chef d'entreprise, soldat, peuvent attirer. La problématique sera le rapport à l'autorité. On a besoin d'entreprendre, d'agir, de créer des choses.",,
maitre_maison,10,taureau,"On a besoin de se sécuriser dans sa profession, de gagner de l'argent, puisqu'on a grandi dans un milieu angoissant. Le rapport au toucher peut attirer (massages), l'art plastique, la sculpture, ou la restauration, le domaine financier... Les capacités gestionnaire permettront d'aider dans la carrière.",,
maitre_maison,10,gémeaux,"Un métier autour de la communication ou de l'écriture (journaliste par exemple) permettront à l'individu de s'exprimer et de s'intéresser à de nombreux domaines, le reconnectant à une créativité perdue dans l'enfance. Différents métiers pourront être occupés dans la vie.",,
maitre_maison,10,cancer,"Le rapport à la famille est important, du fait d'un foyer froid.
Travail avec les enfants, les familles, ou tout ce qui concerne la maison: agent immobilier, par exemple. Les métiers autour de l'eau, de l'histoire, ce qui touche à l'émotivité vont attirer.",,
maitre_maison,10,lion,"L'ambition de réussir permettra de contraster avec un sentiment de différence dans le foyer. On aura besoin d'être reconnu individuellement, de briller: carrière créative, chef, dirigeant, luxe, acteur...",,
maitre_maison,10,vierge,"Le soin à l'autre, les carrières médicales, (infirmier.ère, médecin, aide soignant.e) dans l'administratif, tout ce qui demande rigueur et méthode permettront de rompre avec le flou vécu dans l'enfance. La santé, le travail avec les plantes, la biologie, la naturopathie, la nature vont attirer.",,
maitre_maison,10,balance,"Importance de la relation aux autres dans sa vocation, dans sa vie. Recherche de se lier aux autres. Ambitions artistiques, esthétiques, métier dans la justice, dans le bien être ou le lien à l'autre. Associations et partenariats. Il y aura besoin de trouver de la douceur dans sa vie, vis-à-vis de son enfance difficile.",,
maitre_maison,10,scorpion,"Attrait pour le mystère, la mort, mais aussi la recherche intellectuelle, le fait de creuser, approfondir les choses dans sa vie. Les sciences parallèles vont attirer, l'ésotérisme et tout ce qui concerne les secrets, l'investigation. Il y aura besoin de rompre avec une famille trop possessive. ",,
maitre_maison,10,sagittaire,"Recherche de compréhension, de quête dans sa vie à travers l'enseignement, la philosophie, la religion, la justice, les voyages.
Les aspirations socioprofessionnelles sont élevées.
Il y a un idéal de vie pour les autres, pour sa société. Le besoin de guider, de transmettre, d'impacter positivement la vie des autres. Il y a le besoin de devenir adulte, grandir, par rapport à un sentiment d'immaturité familiale. ",,
maitre_maison,10,capricorne,"Les ambitions sont fortes. Il y a le besoin de diriger, d'être un leader dans son travail. Le temps amènera la réussite, il faudra des efforts et du travail. Le besoin est de devenir un adulte mature et autonome, de se prouver ses capacités, en amenant de la rigueur et en réalisant ses ambitions.",,
maitre_maison,10,verseau,"Le besoin est de se relier au monde, de penser collectif et d'oeuvrer pour des combats humanitaires. Le besoin d'innover, d'être avant-gardiste, d'être différent et original, de se démarquer vont guider dans la profession, qui pourra être associative ou au contraire indépendance. Les nouvelles technologies pourront attirer.",,
maitre_maison,10,poissons,"La confusion dans les objectifs professionnels peut démotiver, le métier est souvent idéalisé et ne correspond pas à la réalité. Le foyer a été tellement rigide et jugeants qu'il est finalement difficile de penser par soi-même. Le projet est de se relier à l'amour universel, à travers le soin, la psychologie, la spiritualité, la musique, l'art..",,
maitre_maison,11,bélier,"On est impulsivement attiré par les autres, on se fait amis et ennemis très vite. Tendance dominatrice dans les groupes.
Changements soudains au niveau amical. La vie extérieure est importante. Attirance pour les marginaux et militants.",,
maitre_maison,11,taureau,"Fidélité en amitié, auprès de ses groupes d'amis. On est le pilier, la fondation stable qui rassure et consolide le groupe. Lorsqu'on s'engage dans un projet, on ne revient jamais en arrière. Peu d'ouverture à la société, vie plus en retrait.",,
maitre_maison,11,gémeaux,"Les relations amicales passent par les relations intellectuelles, et sont nombreuses. Différents groupes amicaux. Attirance pour des secteurs sociaux qui favorisent cette stimulation mentale.
Mille projets en même temps, besoin d'évoluer sans cesse.",,
maitre_maison,11,cancer,"Amis considérés comme des membres de la famille. Le foyer devient un lieu de rencontres amicales et d'activités sociales, y compris avec ses enfants. On suit les autres plutôt que d'imposer ses idées. On chercher à être entouré dans ses projets.",,
maitre_maison,11,lion,"Besoin d'être le centre d'intérêt dans la sphère sociale, on fréquente des milieux sociaux favorisés. On aime être le leader.
Les projets doivent être de grande envergure avec un entourage qui a les mêmes idées. Énergie qui dynamise le groupe.",,
maitre_maison,11,vierge,Les relations amicales sont souvent calculées plus que spontanées. Inspecteur des travaux finis pour améliorer les détails autour d'un projet. On est connu pour rendre service à ses amis. Les amitiés tournent autour de la vie professionnelle.,,
maitre_maison,11,balance,"On s'entoure d'artistes, on aime fréquenter certains milieux originaux, qui partagent l'amour de l'esthétique. Les relations amicales sont riches et denses, on aime la collaboration dans les projets et on déteste la solitude. Médiateur dans le groupe.",,
maitre_maison,11,scorpion,"Attrait pour les groupes qui partagent un attrait pour le mystique, mais on se fait aussi beaucoup d'ennemis. On peut avoir tendance à se méfier des groupes, à éviter de montrer ses points faibles. On est passionné dans les projets.",,
maitre_maison,11,sagittaire,"Goût pour les milieux sociaux aisés, en accord avec ses principes spirituels, avec un haut niveau d'étude ou multi-culturels.
Enthousiasme et engouement pour les projets, optimisme qui guide. Transmission de ses connaissances aux autres.",,
maitre_maison,11,capricorne,"Attirance pour les groupes d'amis plus âgés et matures, stabilité et fidélité dans ses amitiés. Besoin de relations profondes et pas superficielles. Pilier dans le groupe. Projets menés avec sérieux et rigueur, sens des responsabilités plus en solitaire.",,
maitre_maison,11,verseau,"Position naturelle de la 11. Amitié et vie sociale essentielles, relations originales et excentriques, voire marginales. Amitiés multiples. Amitiés encore plus importantes que les relations amoureuses. Aime se démarquer au sein du groupe.",,
maitre_maison,11,poissons,"Amitiés étranges et troublantes, qui permettent d'évoluer sur le plan spirituel. Tendance à beaucoup fusionner avec ses amis, puis à s'éloigner, engagement fluctuant. Investissement affectif dans des projets d'aide aux autres.",,
maitre_maison,12,bélier,"Les difficultés peuvent à la fois décourager ou motiver, comme un défi à relever. Les crises peuvent être soudaines mais ne durent pas, déterminisme pour les relever. La quête du Moi est difficile, l'affirmation de soi fluctuante.",,
maitre_maison,12,taureau,"Les buts matériels sont parfois délaissés. Les valeurs et l'argent entrent en conflit. Les obstacles sont franchis de manière persévérante, patiente, mais l'adaptation aux changements est difficile, on accepte mal que les choses soient éphémères.",,
maitre_maison,12,gémeaux,"On a du mal à communiquer réellement, à dire ce que l'on pense. On parle parfois dans le vide. L'enfance a pu être difficile. On reste superficiel dans son approche de la spiritualité, on essaie d'intellectualiser.",,
maitre_maison,12,cancer,"Difficultés dans la famille, relations complexes qui créent une forte sensibilité. On ressent le poids d'une hérédité, de douleurs transgénérationnelles. On est nostalgique, on se tourne vers le passé. On est passif face aux problème, ou on les fuit.",,
maitre_maison,12,lion,"L'égo est mis à mal, on se trouve peu de valeur. La susceptibilité est forte, due à un manque de confiance en soi. On peut faire preuve d'esprit combatif face aux épreuves. Motivations liées à des conflits de classe, on se contente peu de ce qu'on a.",,
maitre_maison,12,vierge,"Le sens du devoir et le travail sont difficiles. On a du mal à se donner les moyens de réussir, on aimerait garder la maîtrise mais on sent des troubles intérieurs qui perturbent. On a peur de son propre flou interne.",,
maitre_maison,12,balance,"On a tendance à devenir le spectateur de sa vie, et à jouer un rôle devant les autres. On a du mal à se trouver dans ses relations et en même temps on a en a besoin pour traverser les défis de l'existence.",,
maitre_maison,12,scorpion,"Faculté à recommencer à zéro, mais la vie intérieure est faite d'angoisses, de brouillard. On pense souvent à la mort, on a pu y être confronté jeune. Tendance à vivre des crises existentielles profondes mais transformatrices.",,
maitre_maison,12,sagittaire,"On a du mal à trouver sa place dans sa vie et dans son monde.
On ne se légitime pas à suivre ses aspirations et à réussir pleinement. On a honte de soi-même. Les idéaux sont forts et fantasmés, parfois irréalistes. On a du mal à être optimiste.",,
maitre_maison,12,capricorne,"Rébellion envers l'éducation ou l'autorité, rejet des traditions, style de vie à part. Difficultés avec le modèle transmis par sa famille. On a du mal à suivre ses ambitions. On peut s'enfermer dans beaucoup de solitude pour faire face.",,
maitre_maison,12,verseau,"Nervosité importante, manque de confiance en soi, ses projets et sur les liens que l'on noue avec les autres. L'intellect est flou, flottant, les idées irréalistes. Tendance à rêver de faire autre chose.",,
maitre_maison,12,poissons,"Position naturelle de la 12. On peut être très flottant, imaginatif, passer du temps à rêver les choses que l'on veut vraiment. On peut avoir du mal à lâcher prise, on est impressionnable. Attrait puissant pour la spiritualité, don de soi total.",,
